JUnit version 4.12
byteman jar is /home/tonypan/.m2/repository/org/jboss/byteman/byteman/4.0.14/byteman-4.0.14.jar
Setting org.jboss.byteman.allow.config.update=true
.2022-09-19 16:36:29,519 - INFO  [main:QuorumPeerConfig@460] - clientPortAddress is 0.0.0.0:2183
2022-09-19 16:36:29,627 - INFO  [main:Environment@98] - Server environment:java.class.path=/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/none:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/classes:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/test-classes:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jsse.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/sunpkcs11.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/zipfs.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/cldrdata.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/nashorn.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/icedtea-sound.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/java-atk-wrapper.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/dnsns.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/jaccess.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/localedata.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/sunjce_provider.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext/sunec.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jce.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/charsets.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/resources.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/management-agent.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jfr.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/rt.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/security/policy/unlimited/local_policy.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/security/policy/unlimited/US_export_policy.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/security/policy/limited/local_policy.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/security/policy/limited/US_export_policy.jar:/usr/lib/jvm/java-8-openjdk-amd64/lib/jconsole.jar:/usr/lib/jvm/java-8-openjdk-amd64/lib/sa-jdi.jar:/usr/lib/jvm/java-8-openjdk-amd64/lib/tools.jar:/usr/lib/jvm/java-8-openjdk-amd64/lib/dt.jar:/home/tonypan/.m2/repository/org/jboss/byteman/byteman-install/4.0.14/byteman-install-4.0.14.jar:/home/tonypan/.m2/repository/org/jboss/byteman/byteman-install/4.0.6/byteman-install-4.0.6.jar:/home/tonypan/.m2/repository/org/jboss/byteman/byteman-rulecheck-maven-plugin/4.0.14/byteman-rulecheck-maven-plugin-4.0.14.jar:/home/tonypan/.m2/repository/org/jboss/byteman/byteman-bmunit/4.0.14/byteman-bmunit-4.0.14.jar:/home/tonypan/.m2/repository/org/jboss/byteman/byteman-bmunit/4.0.6/byteman-bmunit-4.0.6.jar:/home/tonypan/.m2/repository/org/jboss/byteman/byteman-submit/4.0.14/byteman-submit-4.0.14.jar:/home/tonypan/.m2/repository/org/jboss/byteman/byteman-submit/4.0.6/byteman-submit-4.0.6.jar:/home/tonypan/.m2/repository/org/jboss/byteman/byteman/4.0.14/byteman-4.0.14.jar:/home/tonypan/.m2/repository/org/jboss/byteman/byteman/4.0.6/byteman-4.0.6.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/zookeeper-jute-3.6.2.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/tools-1.6.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/token-provider-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/spotbugs-annotations-4.0.2.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/snappy-java-1.1.7.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/slf4j-log4j12-1.7.25.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/slf4j-api-1.7.25.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/objenesis-2.6.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/nimbus-jose-jwt-4.41.2.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/netty-transport-native-unix-common-4.1.50.Final.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/netty-transport-native-epoll-4.1.50.Final.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/netty-transport-4.1.50.Final.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/netty-resolver-4.1.50.Final.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/netty-handler-4.1.50.Final.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/netty-common-4.1.50.Final.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/netty-codec-4.1.50.Final.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/netty-buffer-4.1.50.Final.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/mockito-core-2.27.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/metrics-core-3.2.5.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/log4j-1.2.17.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerby-xdr-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerby-util-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerby-pkix-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerby-config-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerby-asn1-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerb-util-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerb-simplekdc-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerb-server-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerb-identity-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerb-crypto-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerb-core-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerb-common-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerb-client-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/kerb-admin-2.0.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/junit-4.12.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jsr305-3.0.2.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/json-smart-2.3.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/json-simple-1.1.1.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jmockit-1.48.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jline-2.14.6.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jetty-util-9.4.24.v20191120.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jetty-servlet-9.4.24.v20191120.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jetty-server-9.4.24.v20191120.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jetty-security-9.4.24.v20191120.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jetty-io-9.4.24.v20191120.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jetty-http-9.4.24.v20191120.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jcip-annotations-1.0-1.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/javax.servlet-api-3.1.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jackson-databind-2.10.3.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jackson-core-2.10.3.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/jackson-annotations-2.10.3.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/hamcrest-core-1.3.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/hamcrest-all-1.3.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/commons-lang-2.6.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/commons-io-2.6.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/commons-collections-3.2.2.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/commons-cli-1.2.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/byteman-submit-4.0.14.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/byteman-install-4.0.14.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/byteman-bmunit-4.0.14.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/byteman-4.0.14.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/byte-buddy-agent-1.9.10.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/byte-buddy-1.9.10.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/bcprov-jdk15on-1.60.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/bcpkix-jdk15on-1.60.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/audience-annotations-0.5.0.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/asm-5.0.4.jar:/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203/../../systems/zookeeper-4203/zookeeper-server/target/lib/accessors-smart-1.2.jar:.
2022-09-19 16:36:29,627 - INFO  [main:Environment@98] - Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2022-09-19 16:36:29,627 - INFO  [main:Environment@98] - Server environment:java.io.tmpdir=/tmp
2022-09-19 16:36:29,627 - INFO  [main:Environment@98] - Server environment:java.compiler=<NA>
2022-09-19 16:36:29,627 - INFO  [main:Environment@98] - Server environment:os.name=Linux
2022-09-19 16:36:29,628 - INFO  [main:Environment@98] - Server environment:os.arch=amd64
2022-09-19 16:36:29,628 - INFO  [main:Environment@98] - Server environment:os.version=4.15.0-128-generic
2022-09-19 16:36:29,628 - INFO  [main:Environment@98] - Server environment:user.name=tonypan
2022-09-19 16:36:29,628 - INFO  [main:Environment@98] - Server environment:user.home=/home/tonypan
2022-09-19 16:36:29,628 - INFO  [main:Environment@98] - Server environment:user.dir=/home/tonypan/flaky-reproduction/ground_truth/zookeeper-4203
2022-09-19 16:36:29,628 - INFO  [main:Environment@98] - Server environment:os.memory.free=423MB
2022-09-19 16:36:29,628 - INFO  [main:Environment@98] - Server environment:os.memory.max=7051MB
2022-09-19 16:36:29,628 - INFO  [main:Environment@98] - Server environment:os.memory.total=475MB
2022-09-19 16:36:29,629 - INFO  [main:ZooKeeperServer@129] - zookeeper.enableEagerACLCheck = false
2022-09-19 16:36:29,629 - INFO  [main:ZooKeeperServer@137] - zookeeper.digest.enabled = true
2022-09-19 16:36:29,629 - INFO  [main:ZooKeeperServer@141] - zookeeper.closeSessionTxn.enabled = true
2022-09-19 16:36:29,629 - INFO  [main:ZooKeeperServer@1444] - zookeeper.flushDelay=0
2022-09-19 16:36:29,629 - INFO  [main:ZooKeeperServer@1453] - zookeeper.maxWriteQueuePollTime=0
2022-09-19 16:36:29,629 - INFO  [main:ZooKeeperServer@1462] - zookeeper.maxBatchSize=1000
2022-09-19 16:36:29,629 - INFO  [main:ZooKeeperServer@243] - zookeeper.intBufferStartingSizeBytes = 1024
2022-09-19 16:36:29,633 - INFO  [main:WatchManagerFactory@42] - Using org.apache.zookeeper.server.watch.WatchManager as watch manager
2022-09-19 16:36:29,633 - INFO  [main:WatchManagerFactory@42] - Using org.apache.zookeeper.server.watch.WatchManager as watch manager
2022-09-19 16:36:29,635 - INFO  [main:ZKDatabase@132] - zookeeper.snapshotSizeFactor = 0.33
2022-09-19 16:36:29,635 - INFO  [main:ZKDatabase@152] - zookeeper.commitLogCount=500
2022-09-19 16:36:29,635 - WARN  [main:QuorumPeer@1787] - configFilename is null! This should only happen in tests.
2022-09-19 16:36:29,651 - INFO  [main:QuorumPeer@2009] - Using insecure (non-TLS) quorum communication
2022-09-19 16:36:29,652 - INFO  [main:QuorumPeer@2015] - Port unification disabled
2022-09-19 16:36:29,652 - INFO  [main:QuorumPeer@174] - multiAddress.enabled set to false
2022-09-19 16:36:29,652 - INFO  [main:QuorumPeer@199] - multiAddress.reachabilityCheckEnabled set to true
2022-09-19 16:36:29,652 - INFO  [main:QuorumPeer@186] - multiAddress.reachabilityCheckTimeoutMs set to 1000
2022-09-19 16:36:29,652 - INFO  [main:QuorumPeer@2469] - QuorumPeer communication is not secured! (SASL auth disabled)
2022-09-19 16:36:29,652 - INFO  [main:QuorumPeer@2494] - quorum.cnxn.threads.size set to 20
2022-09-19 16:36:29,658 - INFO  [main:SnapStream@61] - zookeeper.snapshot.compression.method = CHECKED
2022-09-19 16:36:29,658 - INFO  [main:FileTxnSnapLog@470] - Snapshotting: 0x0 to /tmp/zookeeper3/version-2/snapshot.0
2022-09-19 16:36:29,661 - INFO  [main:ZKDatabase@289] - Snapshot loaded in 8 ms, highest zxid is 0x0, digest is 1371985504
2022-09-19 16:36:29,661 - INFO  [main:QuorumPeer@1105] - currentEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2022-09-19 16:36:29,663 - INFO  [main:QuorumPeer@1125] - acceptedEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2022-09-19 16:36:29,674 - INFO  [main:QuorumPeer@2511] - Using 4000000ms as the quorum cnxn socket timeout
2022-09-19 16:36:29,681 - INFO  [main:QuorumCnxManager$Listener@923] - Election port bind maximum retries is 3
2022-09-19 16:36:29,683 - INFO  [main:FastLeaderElection@88] - zookeeper.fastleader.minNotificationInterval=200
2022-09-19 16:36:29,683 - INFO  [main:FastLeaderElection@90] - zookeeper.fastleader.maxNotificationInterval=60000
2022-09-19 16:36:29,685 - INFO  [main:ZKAuditProvider@42] - ZooKeeper audit is disabled.
2022-09-19 16:36:29,685 - INFO  [main:QuorumPeerConfig@460] - clientPortAddress is 0.0.0.0:2181
2022-09-19 16:36:29,686 - INFO  [main:QuorumPeerConfig@464] - secureClientPort is not set
2022-09-19 16:36:29,686 - INFO  [main:QuorumPeerConfig@480] - observerMasterPort is not set
2022-09-19 16:36:29,686 - INFO  [main:QuorumPeerConfig@497] - metricsProvider.className is org.apache.zookeeper.metrics.impl.DefaultMetricsProvider
2022-09-19 16:36:29,686 - INFO  [main:LeaderLeadingStateTest$MockQuorumPeerMain@136] - Starting quorum peer, myid=1
2022-09-19 16:36:29,686 - INFO  [main:ServerMetrics@62] - ServerMetrics initialized with provider org.apache.zookeeper.metrics.impl.DefaultMetricsProvider@53b32d7
2022-09-19 16:36:29,686 - INFO  [ListenerHandler-/127.0.0.1:3889:QuorumCnxManager$Listener$ListenerHandler@1065] - 3 is accepting connections now, my election bind port: /127.0.0.1:3889
2022-09-19 16:36:29,687 - INFO  [main:ServerCnxnFactory@169] - Using org.apache.zookeeper.server.NIOServerCnxnFactory as server connection factory
2022-09-19 16:36:29,687 - WARN  [main:ServerCnxnFactory@309] - maxCnxns is not configured, using default value 0.
2022-09-19 16:36:29,687 - INFO  [main:NIOServerCnxnFactory@666] - Configuring NIO connection handler with 10s sessionless connection timeout, 3 selector thread(s), 40 worker threads, and 64 kB direct buffers.
2022-09-19 16:36:29,688 - INFO  [main:NIOServerCnxnFactory@674] - binding to port 0.0.0.0/0.0.0.0:2181
2022-09-19 16:36:29,688 - INFO  [main:FileTxnSnapLog@124] - zookeeper.snapshot.trust.empty : false
2022-09-19 16:36:29,688 - INFO  [main:QuorumPeer@1683] - Local sessions disabled
2022-09-19 16:36:29,688 - INFO  [main:QuorumPeer@1694] - Local session upgrading disabled
2022-09-19 16:36:29,688 - INFO  [main:QuorumPeer@1661] - tickTime set to 2000
2022-09-19 16:36:29,689 - INFO  [main:QuorumPeer@1705] - minSessionTimeout set to 4000
2022-09-19 16:36:29,689 - INFO  [main:QuorumPeer@1716] - maxSessionTimeout set to 40000
2022-09-19 16:36:29,689 - INFO  [main:QuorumPeer@1741] - initLimit set to 10
2022-09-19 16:36:29,689 - INFO  [main:QuorumPeer@1928] - syncLimit set to 2000
2022-09-19 16:36:29,689 - INFO  [main:QuorumPeer@1943] - connectToLearnerMasterLimit set to 0
2022-09-19 16:36:29,689 - INFO  [main:WatchManagerFactory@42] - Using org.apache.zookeeper.server.watch.WatchManager as watch manager
2022-09-19 16:36:29,689 - INFO  [main:WatchManagerFactory@42] - Using org.apache.zookeeper.server.watch.WatchManager as watch manager
2022-09-19 16:36:29,689 - INFO  [main:ZKDatabase@132] - zookeeper.snapshotSizeFactor = 0.33
2022-09-19 16:36:29,689 - INFO  [main:ZKDatabase@152] - zookeeper.commitLogCount=500
2022-09-19 16:36:29,689 - WARN  [main:QuorumPeer@1787] - configFilename is null! This should only happen in tests.
2022-09-19 16:36:29,690 - INFO  [main:QuorumPeer@2009] - Using insecure (non-TLS) quorum communication
2022-09-19 16:36:29,690 - INFO  [main:QuorumPeer@2015] - Port unification disabled
2022-09-19 16:36:29,690 - INFO  [main:QuorumPeer@174] - multiAddress.enabled set to false
2022-09-19 16:36:29,690 - INFO  [main:QuorumPeer@199] - multiAddress.reachabilityCheckEnabled set to true
2022-09-19 16:36:29,690 - INFO  [main:QuorumPeer@186] - multiAddress.reachabilityCheckTimeoutMs set to 1000
2022-09-19 16:36:29,691 - INFO  [main:QuorumPeer@2469] - QuorumPeer communication is not secured! (SASL auth disabled)
2022-09-19 16:36:29,691 - INFO  [main:QuorumPeer@2494] - quorum.cnxn.threads.size set to 20
2022-09-19 16:36:29,691 - INFO  [main:FileTxnSnapLog@470] - Snapshotting: 0x0 to /tmp/zookeeper1/version-2/snapshot.0
2022-09-19 16:36:29,691 - INFO  [main:ZKDatabase@289] - Snapshot loaded in 0 ms, highest zxid is 0x0, digest is 1371985504
2022-09-19 16:36:29,692 - INFO  [main:QuorumPeer@1105] - currentEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2022-09-19 16:36:29,692 - INFO  [main:QuorumPeer@1125] - acceptedEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2022-09-19 16:36:29,701 - INFO  [main:QuorumPeer@2511] - Using 4000000ms as the quorum cnxn socket timeout
2022-09-19 16:36:29,702 - INFO  [main:QuorumCnxManager$Listener@923] - Election port bind maximum retries is 3
2022-09-19 16:36:29,702 - INFO  [main:QuorumPeerConfig@460] - clientPortAddress is 0.0.0.0:2182
2022-09-19 16:36:29,702 - INFO  [main:QuorumPeerConfig@464] - secureClientPort is not set
2022-09-19 16:36:29,703 - INFO  [main:QuorumPeerConfig@480] - observerMasterPort is not set
